,Attrition,Department,JobLevel,JobRole,MonthlyIncome,PercentSalaryHike,YearsAtCompany,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Salary
296,No,Research & Development,1,Laboratory Technician,29560,13,7,0,4.0,1.0,1.0,3,3,low
297,No,Sales,2,Manager,29260,15,2,2,4.0,2.0,3.0,2,3,low
298,No,Research & Development,3,Laboratory Technician,48090,18,2,2,4.0,4.0,3.0,3,3,low
299,No,Research & Development,1,Healthcare Representative,51630,18,1,0,4.0,1.0,4.0,3,3,medium
300,No,Sales,2,Sales Executive,188440,19,10,4,2.7236031927023947,4.0,3.0,1,3,high
301,No,Sales,4,Laboratory Technician,181720,12,1,0,4.0,3.0,1.0,3,3,high
302,No,Research & Development,3,Laboratory Technician,57440,19,0,0,2.0,1.0,3.0,2,3,medium
303,No,Sales,3,Manager,28890,11,34,1,3.0,1.0,4.0,3,3,low
304,Yes,Research & Development,3,Laboratory Technician,28710,17,10,7,4.0,4.0,2.0,3,3,low
305,No,Research & Development,2,Research Scientist,74840,15,6,1,3.0,4.0,2.0,3,3,medium
306,No,Sales,3,Healthcare Representative,60740,14,8,3,2.0,3.0,3.0,3,3,medium
307,No,Research & Development,2,Research Scientist,173280,17,2,0,1.0,3.0,3.0,1,3,high
308,Yes,Research & Development,1,Research Director,27740,13,5,1,2.0,3.0,3.0,3,3,low
309,No,Research & Development,1,Research Scientist,45050,12,6,1,4.0,4.0,3.0,3,3,low
310,Yes,Human Resources,4,Laboratory Technician,74280,12,5,1,4.0,1.0,3.0,3,3,medium
311,No,Research & Development,5,Sales Executive,116310,18,10,0,1.0,1.0,3.0,1,3,high
312,No,Research & Development,5,Sales Executive,97380,18,4,1,4.0,4.0,3.0,3,3,medium
313,No,Research & Development,1,Manufacturing Director,28350,11,2,2,1.0,2.728246013667426,3.0,3,3,low
314,No,Research & Development,3,Manufacturing Director,169590,14,8,1,2.0,3.0,2.0,3,3,high
315,Yes,Research & Development,2,Laboratory Technician,26130,19,4,1,4.0,1.0,2.0,3,3,low
316,No,Research & Development,2,Manufacturing Director,61460,12,4,1,2.0,4.0,3.0,3,3,medium
317,No,Research & Development,2,Laboratory Technician,49630,15,5,1,4.0,1.0,3.0,3,3,low
318,No,Research & Development,4,Research Scientist,195370,12,4,1,3.0,4.0,3.0,3,3,high
319,No,Sales,2,Manufacturing Director,61720,11,5,4,4.0,1.0,2.0,3,3,medium
320,No,Sales,2,Research Scientist,23680,11,15,4,1.0,1.0,3.0,3,3,low
321,No,Sales,1,Sales Representative,103120,12,6,1,3.0,1.0,3.0,3,3,high
322,No,Research & Development,3,Manager,16750,16,3,0,1.0,4.0,2.0,2,3,low
323,No,Research & Development,1,Laboratory Technician,25230,13,2,0,4.0,3.0,3.0,3,3,low
324,No,Research & Development,2,Manufacturing Director,65670,13,8,3,3.0,2.0,3.0,4,3,medium
325,No,Research & Development,3,Healthcare Representative,47390,24,3,1,3.0,1.0,3.0,3,4,low
326,No,Research & Development,1,Manufacturing Director,92080,15,24,14,2.0,4.0,2.0,4,3,medium
327,Yes,Sales,4,Manufacturing Director,45590,18,0,0,3.0,1.0,3.0,2,3,low
328,No,Sales,1,Manufacturing Director,81890,14,1,0,3.0,2.0,3.0,3,3,medium
329,No,Research & Development,2,Manufacturing Director,29420,11,5,1,4.0,3.0,3.0,2,3,low
330,No,Research & Development,2,Sales Executive,49410,11,4,0,3.0,3.0,3.0,1,3,low
331,Yes,Sales,4,Research Scientist,106500,13,1,0,2.0,1.0,3.0,4,3,high
332,No,Research & Development,4,Manufacturing Director,59020,12,13,3,3.0,3.0,4.0,3,3,medium
333,Yes,Research & Development,1,Human Resources,86390,16,3,0,1.0,1.0,3.0,2,3,medium
334,No,Research & Development,2,Manager,63470,14,26,3,3.0,4.0,2.0,4,3,medium
335,No,Sales,2,Sales Executive,42000,22,9,0,3.0,2.0,3.0,3,4,low
336,No,Research & Development,1,Research Scientist,34520,11,10,0,3.0,3.0,3.0,2,3,low
337,Yes,Research & Development,2,Research Scientist,43170,17,31,13,4.0,2.0,3.0,3,3,low
338,No,Sales,1,Research Scientist,26320,13,2,2,4.0,3.0,3.0,4,3,low
339,No,Sales,2,Laboratory Technician,46680,18,4,0,4.0,4.0,3.0,3,3,low
340,Yes,Research & Development,2,Sales Executive,32040,16,2,2,3.0,3.0,2.0,2,3,low
341,No,Research & Development,2,Healthcare Representative,27200,14,5,0,3.0,2.0,3.0,3,3,low
342,No,Research & Development,2,Manufacturing Director,171810,14,14,6,3.0,3.0,3.0,2,3,high
343,No,Sales,3,Manufacturing Director,22380,14,1,0,1.0,3.0,3.0,3,3,low
344,No,Research & Development,2,Research Director,14830,13,0,0,3.0,4.0,2.0,3,3,low
345,No,Research & Development,1,Research Director,56050,12,1,0,2.0,3.0,3.0,3,3,medium
346,No,Research & Development,2,Sales Representative,72950,15,9,7,2.0,2.0,2.0,3,3,medium
347,No,Sales,2,Research Scientist,23060,19,4,1,1.0,1.0,2.0,3,3,low
348,No,Research & Development,3,Laboratory Technician,23480,14,5,1,3.0,4.0,3.0,3,3,low
349,Yes,Sales,2,Healthcare Representative,89980,14,9,7,3.0,4.0,4.0,4,3,medium
350,Yes,Human Resources,4,Manufacturing Director,43190,11,9,7,3.0,4.0,2.0,4,3,low
351,No,Research & Development,2,Healthcare Representative,61320,13,4,1,2.0,1.0,3.0,2,3,medium
352,No,Sales,2,Manager,33460,21,9,0,3.0,4.0,3.0,2,4,low
353,No,Research & Development,1,Research Director,108550,13,8,1,3.0,3.0,4.0,3,3,high
354,No,Sales,1,Sales Executive,22310,12,8,7,2.0,2.0,3.0,2,3,low
355,No,Sales,4,Research Scientist,23230,17,3,0,3.0,4.0,1.0,3,3,low
356,Yes,Research & Development,1,Sales Executive,20240,23,8,1,3.0,3.0,3.0,3,4,low
357,No,Sales,1,Sales Executive,27130,11,0,0,4.0,4.0,2.0,3,3,low
358,No,Sales,3,Research Scientist,94390,15,20,4,1.0,3.0,2.0,3,3,medium
359,No,Sales,1,Sales Executive,25660,11,5,2,4.0,2.0,2.0,3,3,low
360,No,Research & Development,1,Laboratory Technician,199260,11,4,0,1.0,1.0,2.0,4,3,high
361,No,Research & Development,3,Laboratory Technician,24510,13,9,0,1.0,1.0,3.0,2,3,low
362,No,Sales,2,Manager,94190,24,6,1,3.0,1.0,2.0,2,4,medium
363,No,Sales,3,Manager,86860,13,18,4,2.0,4.0,2.0,3,3,medium
364,No,Research & Development,4,Sales Executive,30380,20,5,0,2.0,4.0,2.0,3,4,low
365,No,Research & Development,5,Sales Representative,30580,14,5,0,2.0,4.0,2.0,3,3,low
366,No,Sales,4,Sales Executive,23250,18,5,0,1.0,4.0,3.0,4,3,low
367,No,Research & Development,2,Healthcare Representative,20880,15,5,0,4.0,1.0,3.0,3,3,low
368,No,Sales,1,Human Resources,30720,12,5,1,3.0,3.0,2.0,1,3,low
369,No,Research & Development,2,Laboratory Technician,50060,16,9,0,3.0,4.0,3.0,3,3,medium
370,No,Sales,4,Laboratory Technician,42570,15,1,0,4.0,3.0,3.0,3,3,low
371,No,Research & Development,1,Healthcare Representative,25000,16,5,0,2.0,4.0,3.0,3,3,low
372,No,Research & Development,1,Sales Representative,11020,19,2,2,4.0,4.0,1.0,2,3,low
373,No,Research & Development,1,Laboratory Technician,104530,11,3,0,1.0,4.0,2.0,3,3,high
374,No,Sales,2,Laboratory Technician,22880,16,2,2,2.0,4.0,3.0,2,3,low
375,No,Research & Development,2,Research Scientist,39290,24,5,0,1.0,1.0,3.0,2,4,low
376,No,Sales,1,Laboratory Technician,23110,11,5,0,3.0,1.0,3.0,3,3,low
377,No,Research & Development,1,Healthcare Representative,31400,13,17,5,4.0,3.0,3.0,2,3,low
378,Yes,Sales,1,Laboratory Technician,36900,13,10,7,4.0,2.0,2.0,4,3,low
379,No,Research & Development,1,Sales Executive,44500,13,3,0,4.0,4.0,3.0,3,3,low
380,No,Sales,4,Research Scientist,27560,12,5,0,3.0,1.0,4.0,3,3,low
381,No,Sales,2,Sales Representative,190330,18,4,0,3.0,1.0,3.0,3,3,high
382,No,Research & Development,2,Healthcare Representative,187220,22,5,3,1.0,4.0,2.0,3,4,high
383,No,Research & Development,1,Research Scientist,95470,13,10,5,2.0,2.0,3.0,2,3,medium
384,No,Sales,1,Sales Executive,137340,13,2,1,2.0,2.0,3.0,4,3,high
385,No,Research & Development,2,Research Scientist,199990,23,5,1,3.0,4.0,2.0,3,4,high
386,No,Research & Development,3,Sales Executive,22790,12,6,0,4.0,4.0,3.0,3,3,low
387,Yes,Sales,3,Laboratory Technician,59160,12,3,0,2.0,3.0,3.0,3,3,medium
388,No,Research & Development,1,Sales Representative,20890,16,2,2,1.0,4.0,3.0,2,3,low
389,No,Research & Development,3,Healthcare Representative,167920,12,13,4,4.0,2.0,3.0,4,3,high
390,No,Research & Development,3,Human Resources,35640,11,5,0,3.0,4.0,3.0,1,3,low
391,No,Research & Development,1,Sales Executive,44250,22,12,3,4.0,4.0,3.0,4,4,low
392,No,Research & Development,1,Laboratory Technician,52650,11,5,2,4.0,4.0,2.0,3,3,medium
393,No,Sales,3,Research Director,65530,15,7,7,3.0,4.0,3.0,3,3,medium
394,No,Research & Development,2,Research Scientist,62610,12,10,0,1.0,2.0,3.0,3,3,medium
395,No,Research & Development,1,Laboratory Technician,42980,20,31,14,1.0,1.0,3.0,3,4,low
396,No,Research & Development,3,Human Resources,68040,14,5,0,4.0,4.0,3.0,2,3,medium
397,No,Sales,2,Manufacturing Director,38150,11,4,0,4.0,2.0,4.0,3,3,low
398,Yes,Research & Development,1,Laboratory Technician,27410,15,1,0,1.0,4.0,1.0,2,3,low
399,No,Research & Development,4,Healthcare Representative,66730,12,4,0,1.0,4.0,3.0,4,3,medium
400,No,Research & Development,2,Manufacturing Director,76390,14,8,7,2.0,1.0,3.0,3,3,medium
401,No,Sales,1,Research Scientist,23280,11,4,0,1.0,4.0,3.0,3,3,low
402,Yes,Sales,1,Sales Executive,21530,11,1,0,4.0,4.0,2.0,3,3,low
403,No,Sales,2,Sales Executive,48760,16,1,0,1.0,2.0,4.0,3,3,low
404,Yes,Research & Development,2,Sales Executive,93960,12,2,0,3.0,3.0,2.0,1,3,medium
405,Yes,Research & Development,2,Sales Executive,104000,13,1,0,2.7236031927023947,4.0,2.0,3,3,high
406,No,Research & Development,1,Laboratory Technician,84740,14,16,4,3.0,4.0,2.0,3,3,medium
407,No,Research & Development,2,Manufacturing Director,99810,21,3,1,4.0,4.0,2.0,3,4,medium
408,Yes,Research & Development,1,Laboratory Technician,124900,13,3,0,2.0,3.0,4.0,3,3,high
409,Yes,Research & Development,2,Sales Executive,26570,11,7,1,2.0,4.0,2.0,4,3,low
410,No,Research & Development,3,Manager,135910,20,2,2,3.0,3.0,3.0,3,4,high
411,Yes,Research & Development,4,Human Resources,66960,11,2,2,4.0,1.0,1.0,3,3,medium
412,No,Research & Development,1,Research Scientist,20580,14,1,0,2.0,3.0,3.0,3,3,low
413,No,Research & Development,2,Human Resources,88650,11,1,1,2.0,2.0,3.0,3,3,medium
414,No,Sales,2,Human Resources,59400,16,5,0,3.0,3.0,3.0,2,3,medium
415,No,Sales,1,Sales Executive,59140,16,3,0,3.0,1.0,3.0,3,3,medium
416,No,Research & Development,1,Research Scientist,26220,23,6,0,3.0,2.0,3.0,3,4,low
417,No,Sales,1,Sales Representative,121850,14,7,5,2.0,3.0,4.0,3,3,high
418,No,Research & Development,3,Healthcare Representative,106090,22,10,0,4.0,4.0,1.0,3,4,high
419,No,Research & Development,2,Sales Executive,43450,15,26,1,1.0,2.0,2.0,2,3,low
420,No,Research & Development,1,Research Scientist,21770,18,0,0,4.0,3.0,2.0,3,3,low
421,No,Research & Development,2,Sales Executive,27930,16,9,0,4.0,3.0,2.0,3,3,low
422,No,Human Resources,1,Sales Executive,79180,12,6,0,2.0,4.0,3.0,2,3,medium
423,No,Sales,2,Sales Executive,87890,11,15,5,4.0,1.0,3.0,3,3,medium
424,No,Sales,1,Laboratory Technician,23890,12,3,0,3.0,2.0,3.0,2,3,low
425,Yes,Research & Development,1,Sales Executive,32120,15,1,0,3.0,2.0,3.0,2,3,low
426,No,Research & Development,2,Research Scientist,192320,14,1,0,1.0,2.0,2.0,3,3,high
427,No,Sales,2,Healthcare Representative,22670,19,7,0,3.0,1.0,3.0,2,3,low
428,No,Research & Development,1,Research Scientist,195170,13,18,2,4.0,1.0,3.0,3,3,high
429,No,Research & Development,2,Healthcare Representative,24360,13,11,3,3.0,3.0,3.0,1,3,low
430,Yes,Research & Development,2,Research Scientist,160640,15,1,0,4.0,2.0,4.0,3,3,high
431,Yes,Research & Development,3,Laboratory Technician,27070,11,1,0,1.0,1.0,3.0,3,3,low
432,No,Research & Development,4,Research Director,190680,12,9,8,4.0,4.0,1.0,3,3,high
433,No,Sales,1,Research Scientist,39310,19,1,0,4.0,2.0,3.0,2,3,low
434,No,Research & Development,4,Laboratory Technician,37300,25,8,6,3.0,1.0,4.0,3,4,low
435,Yes,Research & Development,3,Sales Executive,22320,12,16,3,3.0,4.0,3.0,3,3,low
436,No,Research & Development,4,Manufacturing Director,44650,13,5,1,2.0,4.0,3.0,3,3,low
437,Yes,Sales,3,Human Resources,30720,14,14,11,1.0,3.0,1.0,2,3,low
438,No,Research & Development,2,Sales Executive,33190,12,9,0,3.0,2.0,2.0,3,3,low
439,No,Research & Development,1,Sales Representative,192020,12,3,0,3.0,4.0,3.0,3,3,high
440,No,Human Resources,3,Laboratory Technician,136750,15,5,1,3.0,3.0,3.0,2,3,high
441,No,Research & Development,1,Laboratory Technician,29110,17,9,7,4.0,4.0,2.0,3,3,low
442,Yes,Sales,4,Sales Executive,59570,14,1,0,4.0,3.0,3.0,1,3,medium
443,No,Research & Development,1,Manager,39200,16,17,15,3.0,3.0,4.0,3,3,low
444,No,Sales,1,Sales Executive,64340,14,8,7,3.0,3.0,4.0,2,3,medium
445,No,Sales,2,Research Director,100480,23,5,1,3.0,4.0,3.0,3,4,high
446,No,Sales,2,Healthcare Representative,109380,14,10,0,4.0,4.0,3.0,1,3,high
447,No,Sales,2,Research Scientist,23400,11,8,0,1.0,3.0,3.0,2,3,low
448,Yes,Research & Development,1,Human Resources,65450,15,1,0,2.0,2.0,2.0,3,3,medium
449,No,Research & Development,3,Sales Executive,69310,11,19,2,3.0,3.0,4.0,3,3,medium
450,No,Sales,2,Research Scientist,48980,13,7,0,1.0,4.0,3.0,3,3,low
451,Yes,Research & Development,2,Research Scientist,25930,21,3,1,3.0,1.0,3.0,3,4,low
452,No,Sales,4,Research Director,194360,19,10,6,4.0,3.0,3.0,3,3,high
453,Yes,Human Resources,1,Sales Executive,27230,11,0,0,4.0,1.0,3.0,2,3,low
454,No,Research & Development,2,Laboratory Technician,34790,12,3,0,2.0,4.0,3.0,3,3,low
455,No,Research & Development,3,Healthcare Representative,27940,19,5,0,4.0,4.0,3.0,3,3,low
456,No,Sales,1,Manufacturing Director,52490,21,5,1,4.0,4.0,2.0,2,4,medium
457,No,Sales,2,Human Resources,21760,14,6,1,3.0,2.0,3.0,2,3,low
458,No,Sales,1,Laboratory Technician,168720,15,18,0,1.0,3.0,4.0,3,3,high
459,No,Research & Development,2,Manufacturing Director,34850,17,2,2,3.0,2.0,3.0,3,3,low
460,No,Sales,1,Sales Executive,66440,12,9,0,4.0,1.0,3.0,4,3,medium
461,No,Sales,2,Research Scientist,55820,16,9,0,4.0,4.0,3.0,3,3,medium
462,Yes,Sales,2,Healthcare Representative,40000,12,5,0,1.0,3.0,3.0,2,3,low
463,No,Research & Development,2,Sales Executive,134960,18,12,1,4.0,3.0,3.0,3,3,high
464,No,Research & Development,1,Manufacturing Director,32100,17,2,0,3.0,3.0,2.0,2,3,low
465,No,Research & Development,3,Human Resources,190450,11,8,0,4.0,3.0,3.0,3,3,high
466,No,Sales,1,Healthcare Representative,118490,16,4,3,4.0,3.0,3.0,3,3,high
467,Yes,Sales,3,Healthcare Representative,20700,13,4,0,3.0,2.0,1.0,2,3,low
468,No,Research & Development,2,Sales Executive,65020,12,4,0,3.0,1.0,3.0,3,3,medium
469,No,Sales,2,Manager,32300,12,0,0,2.0,4.0,3.0,3,3,low
470,No,Sales,1,Laboratory Technician,136030,13,10,0,3.0,3.0,3.0,3,3,high
471,No,Research & Development,1,Manufacturing Director,119960,19,16,10,3.0,3.0,2.0,3,3,high
472,No,Research & Development,5,Healthcare Representative,56050,12,8,1,2.0,1.0,2.0,2,3,medium
473,Yes,Research & Development,2,Research Scientist,63970,17,1,0,4.0,1.0,3.0,3,3,medium
474,Yes,Research & Development,1,Sales Executive,191440,11,3,1,2.0,2.0,3.0,3,3,high
475,No,Sales,2,Research Scientist,175840,20,8,1,4.0,4.0,3.0,3,4,high
476,No,Research & Development,2,Sales Representative,49070,21,4,1,2.0,1.0,2.0,3,4,low
477,No,Human Resources,2,Sales Executive,45540,11,2,2,1.0,3.0,3.0,3,3,low
478,No,Sales,1,Research Director,54150,11,15,4,3.0,3.0,3.0,3,3,medium
479,No,Research & Development,2,Research Scientist,47410,16,2,2,4.0,3.0,3.0,3,3,low
480,No,Sales,3,Human Resources,21150,18,21,11,4.0,4.0,3.0,4,3,low
481,No,Research & Development,2,Human Resources,31610,13,3,2,1.0,4.0,3.0,3,3,low
482,No,Sales,5,Sales Executive,57450,17,3,1,2.0,4.0,2.0,3,3,medium
483,No,Research & Development,1,Research Scientist,23730,14,1,0,4.0,3.0,2.7614364135407135,4,3,low
484,No,Sales,2,Sales Executive,33100,22,1,0,1.0,4.0,3.0,4,4,low
485,No,Research & Development,5,Laboratory Technician,186650,12,5,4,3.0,4.0,3.0,2,3,high
486,Yes,Sales,2,Laboratory Technician,44850,11,1,0,1.0,2.0,1.0,4,3,low
487,No,Research & Development,2,Sales Executive,27890,13,8,6,3.0,2.0,3.0,2,3,low
488,No,Research & Development,2,Research Scientist,58280,13,21,5,2.0,3.0,3.0,3,3,medium
489,No,Research & Development,1,Laboratory Technician,23260,14,1,0,2.7236031927023947,4.0,3.0,4,3,low
490,Yes,Research & Development,1,Manufacturing Director,135250,17,2,2,2.0,1.0,3.0,2,3,high
491,Yes,Research & Development,4,Human Resources,14200,13,32,6,1.0,4.0,3.0,4,3,low
492,No,Research & Development,1,Healthcare Representative,80200,11,12,11,4.0,4.0,3.0,3,3,medium
493,No,Human Resources,1,Laboratory Technician,36880,11,18,0,4.0,3.0,3.0,2,3,low
494,Yes,Sales,4,Sales Executive,54820,18,17,15,3.0,1.0,3.0,3,3,medium
495,No,Sales,1,Sales Executive,160150,11,21,2,4.0,1.0,3.0,4,3,high
496,No,Sales,5,Sales Representative,12000,11,2,2,2.0,4.0,2.0,3,3,low
497,No,Research & Development,1,Human Resources,56610,12,9,1,4.0,4.0,4.0,2,3,medium
498,No,Research & Development,2,Manager,69290,20,8,7,4.0,3.0,3.0,1,4,medium
499,No,Sales,2,Research Director,96130,12,15,0,2.0,4.0,2.0,2,3,medium
500,No,Research & Development,2,Research Scientist,56740,12,6,0,2.0,4.0,1.0,3,3,medium
501,No,Research & Development,2,Sales Executive,54840,20,6,0,2.0,2.0,3.0,3,4,medium
502,No,Sales,2,Research Scientist,120610,20,15,6,3.0,2.0,3.0,4,4,high
503,Yes,Research & Development,1,Research Scientist,56600,12,1,0,1.0,3.0,2.0,3,3,medium
504,Yes,Sales,2,Research Scientist,48210,14,3,1,1.0,1.0,3.0,3,3,low
505,No,Research & Development,1,Sales Representative,64100,13,1,0,3.0,3.0,3.0,2,3,medium
506,No,Research & Development,2,Sales Representative,52100,15,1,0,4.0,2.0,3.0,4,3,medium
507,No,Sales,2,Research Scientist,26950,14,2,2,3.0,3.0,3.0,1,3,low
508,No,Research & Development,1,Sales Executive,118780,13,8,7,2.0,3.0,2.0,3,3,high
509,No,Research & Development,1,Laboratory Technician,170680,23,4,0,4.0,2.0,2.0,3,4,high
510,No,Human Resources,5,Sales Executive,24550,15,7,7,3.0,1.0,2.0,3,3,low
511,No,Research & Development,2,Laboratory Technician,139640,11,5,1,1.0,3.0,3.0,2,3,high
512,No,Research & Development,3,Research Scientist,49410,13,2,2,4.0,4.0,3.0,2,3,low
513,No,Research & Development,2,Manufacturing Director,24780,11,9,7,3.0,3.0,3.0,3,3,low
514,No,Research & Development,2,Manufacturing Director,52280,11,5,0,1.0,3.0,3.0,3,3,medium
515,No,Research & Development,2,Human Resources,44780,18,14,7,4.0,4.0,2.0,3,3,low
516,No,Research & Development,2,Manager,75470,16,9,6,3.0,1.0,4.0,2,3,medium
517,No,Sales,3,Research Scientist,50550,22,1,0,3.0,4.0,3.0,2,4,medium
518,Yes,Sales,3,Sales Executive,34640,20,2,0,4.0,4.0,3.0,2,4,low
519,Yes,Research & Development,1,Manager,57750,18,1,1,3.0,1.0,2.0,3,3,medium
520,No,Sales,3,Healthcare Representative,89430,12,16,1,4.0,1.0,3.0,3,3,medium
521,Yes,Sales,2,Research Scientist,192720,20,10,2,1.0,3.0,4.0,3,4,high
522,Yes,Research & Development,4,Laboratory Technician,52380,17,10,1,2.0,1.0,2.0,2,3,medium
523,No,Research & Development,2,Sales Executive,46820,11,5,1,1.0,1.0,3.0,1,3,low
524,No,Research & Development,1,Sales Executive,183000,14,6,0,3.0,1.0,2.0,3,3,high
525,No,Sales,1,Research Director,52570,14,10,0,2.0,3.0,3.0,4,3,medium
526,No,Research & Development,1,Sales Executive,63490,11,19,1,3.0,3.0,2.0,3,3,medium
527,No,Sales,1,Sales Executive,48690,12,11,11,1.0,4.0,3.0,3,3,low
528,No,Sales,2,Laboratory Technician,99850,14,3,1,1.0,3.0,3.0,2,3,medium
529,No,Research & Development,3,Laboratory Technician,36970,13,3,1,4.0,2.0,3.0,3,3,low
530,No,Research & Development,2,Healthcare Representative,74570,11,8,1,3.0,3.0,4.0,4,3,medium
531,Yes,Research & Development,2,Sales Executive,21190,15,20,3,2.0,1.0,3.0,3,3,low
532,No,Sales,4,Sales Executive,39830,12,3,1,4.0,4.0,3.0,3,3,low
533,Yes,Sales,3,Sales Representative,61180,21,8,4,4.0,1.0,3.0,2,4,medium
534,Yes,Research & Development,1,Sales Executive,62140,19,13,3,1.0,3.0,3.0,3,3,medium
535,No,Human Resources,2,Research Scientist,63470,15,4,2,1.0,3.0,2.0,3,3,medium
536,No,Sales,1,Research Scientist,115100,14,6,0,1.0,4.0,2.0,3,3,high
537,No,Research & Development,4,Sales Executive,71430,21,1,0,4.0,4.0,3.0,2,4,medium
538,Yes,Human Resources,2,Research Scientist,82680,12,7,5,4.0,4.0,4.0,2,3,medium
539,Yes,Sales,2,Sales Executive,80950,15,1,0,1.0,3.0,2.0,4,3,medium
540,Yes,Research & Development,4,Manufacturing Director,29040,13,2,2,1.0,2.0,3.0,3,3,low
541,No,Research & Development,4,Research Scientist,60320,14,22,13,4.0,1.0,3.0,2,3,medium
542,Yes,Research & Development,2,Manager,29760,14,1,0,1.0,2.0,3.0,3,3,low
543,Yes,Research & Development,2,Research Scientist,159920,14,0,0,4.0,3.0,3.0,3,3,high
544,No,Sales,2,Research Scientist,46490,12,3,0,4.0,2.0,3.0,2,3,low
545,No,Sales,2,Research Director,26960,23,0,0,3.0,4.0,3.0,3,4,low
546,No,Sales,2,Sales Executive,23700,11,5,2,1.0,4.0,2.0,3,3,low
547,No,Research & Development,2,Human Resources,125040,12,15,4,2.0,3.0,3.0,3,3,high
548,No,Sales,1,Sales Executive,59740,18,8,4,2.0,2.0,3.0,3,3,medium
549,No,Research & Development,1,Research Scientist,47360,11,8,2,3.0,3.0,3.0,2,3,low
550,No,Research & Development,4,Research Scientist,52960,14,7,1,3.0,4.0,3.0,4,3,medium
551,No,Human Resources,4,Laboratory Technician,67810,15,9,1,4.0,2.0,2.0,3,3,medium
552,No,Research & Development,3,Sales Executive,21740,11,12,4,1.0,3.0,3.0,3,3,low
553,No,Research & Development,1,Sales Executive,66530,20,1,0,4.0,2.0,3.0,3,4,medium
554,No,Research & Development,2,Laboratory Technician,96990,19,8,0,3.0,1.0,3.0,3,3,medium
555,Yes,Sales,2,Healthcare Representative,67550,14,18,11,1.0,4.0,3.0,3,3,medium
556,No,Research & Development,1,Healthcare Representative,22130,17,20,4,3.0,3.0,4.0,3,3,low
